EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME,ntee_category
134088170,CHESED YISROEL,% ROBERTS & HOLLAND LLP,14427 68TH RD,FLUSHING,NY,11367-1330,0,3,3,1000,200207,1,15,0,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,X113,A NEW YORK NON PROFIT CORPORATION,"Religion Related, Spiritual Development"
134060731,QUEENS DIVISION OF HATZOLO INC,% C/O MARTIN SUKENIK,14439 70TH AVE,FLUSHING,NY,11367-1713,0,3,3,7000,199907,1,15,0,1,1,202405.0,0,0,2,0,5,0.0,0.0,0.0,T113,,"Philanthropy, Voluntarism, and Grantmaking Foundations"
133833994,U S EDUCATION SCIENCE & CULTURAL FOUNDATION INC,% C/O STEVE WEI,13310 39TH AVE,FLUSHING,NY,11354-4400,0,3,3,2000,199610,1,15,994044000,1,1,202304.0,0,0,2,0,4,0.0,0.0,0.0,B82Z,,Education
824183468,ORGANIZING COMMITTEE FOR THE FLUSHING POETRY FESTIVAL INC,,3907 PRINCE ST STE 2C,FLUSHING,NY,11354-5321,0,3,3,2000,201802,1,16,0,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,B03,,Education
133757174,AMERICAN FRIENDS OF IRGUN LMAAN HAVERUT VTODAH YEHUDIT INC,% C/O KERA & GRAUBARD,13684 71ST RD,FLUSHING,NY,11367-1943,0,3,3,1000,199708,1,15,602927000,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,X30J,,"Religion Related, Spiritual Development"
133736860,ASIAN PACIFIC AMERICAN LABOR ALLIANCE AFL-CIO,% LONWAY MOY,15811 HARRY VAN ARSDALE JR AVE,FLUSHING,NY,11365-3085,3362,5,9,1000,199402,2,0,261000000,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,J40,APALA NY CHAPTER,"Employment, Job Related"
133589076,CHESHBONOT ASSOCIATION INC,,14439 70TH AVE,FLUSHING,NY,11367-1713,0,3,3,2000,199207,1,16,123149000,1,1,202405.0,0,0,2,0,5,0.0,0.0,0.0,,,
133431310,CHINESE AMERICAN ACADEMIC & PROFESSIONAL SOCIETY,% JAMES LIN,PO BOX 527496,FLUSHING,NY,11352-7496,0,3,3,1000,199803,1,15,0,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,,,
116044888,HEBREW ACADEMY OF WEST QUEENS,,7635 VLEIGH PL,FLUSHING,NY,11367-3133,0,3,3,2000,197111,1,11,59000000,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,,,
116037789,LIPSKY-BLUM POST 764 JEWISH WAR VETERANS OF THE USA,% BENJAMIN SINGER,4335 UNION STREET,FLUSHING,NY,11355-3047,0,4,3,3000,201606,2,0,908907000,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,,,
113633719,PARENT TEACHER ASSOCIATION OF PS/IS499Q THE QUEENS COLLEGE,% NICK STEBBINS,14820 REEVES AVE,FLUSHING,NY,11367-1269,0,3,3,2000,202005,1,16,0,5,1,202407.0,0,0,2,0,7,0.0,0.0,0.0,B94,PS-IS 499Q THE QUEENS COLLEGE SCHOO,Education
113540117,LOVING TOUCH INC,% PAUL EISEMAN,4682 HOLLIS COURT BLVD,FLUSHING,NY,11358-3826,0,3,3,1000,201506,1,15,0,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,D20,,Animal-Related
113501104,ISLAMIC FOUNDATION OF NORTH AMERICA,% JOHN EMERICK,PO BOX 541146,FLUSHING,NY,11354-7146,0,3,3,1700,200001,1,15,0,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,X40,,"Religion Related, Spiritual Development"
204570266,HU YAOBANG AND ZHAO ZIYANG MEMORIALFOUNDATION,% YIZI CHEN,PO BOX 520935,FLUSHING,NY,11352-0935,0,3,3,1000,202112,1,15,0,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,R01,,"Civil Rights, Social Action, Advocacy"
204926081,WONKWANG COMMUNITY SERVICE CENTER INCORPORATION,% HEUY SEOB PARK,14342 CHERRY AVE,FLUSHING,NY,11355-2125,0,3,3,7000,200807,1,15,0,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,X50,,"Religion Related, Spiritual Development"
205778097,SOJA ALLIANCE CHURCH,,15017 NORTHERN BLVD,FLUSHING,NY,11354-3886,2284,3,9,7000,197205,1,10,1000000,5,1,202312.0,0,0,6,0,12,0.0,0.0,0.0,,,
208399433,CHINA DEMOCRACY JOURNAL INC,% DAVID CHANG,4125 KISSENA BLVD STE 106,FLUSHING,NY,11355-3150,0,3,3,2000,200906,1,15,0,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,A33,,"Arts, Culture, and Humanities"
263519567,INTER-BETHESDA MISSION,% STEPHEN CHOI,14205 ROOSEVELT AVE STE 108,FLUSHING,NY,11354-6005,0,3,3,7000,201408,1,15,0,1,1,202209.0,0,0,2,0,9,0.0,0.0,0.0,X20,,"Religion Related, Spiritual Development"
263325336,MARGALIT INC,% FELIX LANGER,14905 79AVENUE,FLUSHING,NY,11367-3855,0,3,3,1000,201701,1,15,0,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,P60,,Human Services - Multipurpose and Other
263274615,KOREAN BUDDHIST GUMGANGKYUNG DOKSONGWHEH INC,% YON HAN,15816 46TH AVE,FLUSHING,NY,11358-3606,0,3,3,1200,201405,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,A99,TASTE OF KOREA,"Arts, Culture, and Humanities"
261831819,ASSOCIATION OF INDIAN-AMERICAN EDUCATORS INC,% SUSHMA MALHOTRA,15037 61ST RD,FLUSHING,NY,11367-1207,0,3,3,2000,200809,1,15,0,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,B02,,Education
261478250,TAISHAN SCHOOLS ALUMNI ASSOCIATION INC,% PAUL KWONG,38-15 149TH ST,FLUSHING,NY,11354-6315,0,3,3,2000,200808,1,15,0,1,1,202409.0,0,0,2,0,9,0.0,0.0,0.0,A23,,"Arts, Culture, and Humanities"
260750853,NEW YORK CHO SUN JOK CHURCH,% CHENGDA LI,14480 BARCLAY AVE,FLUSHING,NY,11355-1542,0,3,3,7000,201411,1,10,0,1,1,202112.0,0,0,6,0,12,0.0,0.0,0.0,X20,,"Religion Related, Spiritual Development"
260441226,CHINESE TEATIME INC,% XIAOPING CHANG,3901 MAIN ST STE 501,FLUSHING,NY,11354-5433,0,3,3,2000,200809,1,16,0,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,A23,,"Arts, Culture, and Humanities"
260263319,STOP FORECLOSURE CHARITY FUND,% MASSOUD FIROUZEH,14444 41ST AVE APT 6S,FLUSHING,NY,11355-1504,0,3,3,1200,200712,1,15,0,1,1,202405.0,0,0,2,0,5,0.0,0.0,0.0,L82,,"Housing, Shelter"
260124451,MEDWISER INC,% MICHAEL MORGENSTERN,14727 75TH AVE,FLUSHING,NY,11367-2931,0,3,3,1000,201709,1,16,0,1,1,202012.0,0,0,0,0,12,0.0,0.0,0.0,G81,,"Diseases, Disorders, Medical Disciplines"
237332994,VETERANS OF FOREIGN WARS DEPARTMENT OF NEW YORK,,14125 NORTHERN BLVD APT E30,FLUSHING,NY,11354-4208,2349,19,9,1000,197210,1,0,907908000,5,1,202406.0,0,0,2,0,6,0.0,0.0,0.0,,9486 VFW-NY WM FRANCIS TAYLOR,
237168678,CZECHOSLOVAK SOCIETY OF AMERICA,% LINDA PASTORE,4708 162ND ST,FLUSHING,NY,11358-3643,106,8,9,1000,194009,1,0,279265319,5,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,,155 AMERICA LODGE,
237147555,KNIGHTS OF COLUMBUS,% FINANCIAL,3579 160TH ST,FLUSHING,NY,11358-1624,188,8,9,1000,194010,1,0,36029265,5,1,202406.0,0,0,2,0,6,0.0,0.0,0.0,,430 DR THOMAS A DOOLEY-FR M J MCGIV,
237057197,NEW YORK CHAPTER SOCIETY OF FINANCIAL SERVICE PROFESSIONALS,,4352 171ST ST,FLUSHING,NY,11358-3328,0,6,3,2000,197002,2,0,205000000,1,1,202306.0,0,0,2,0,6,0.0,0.0,0.0,,,
237002839,KOREAN CULTURAL CENTER INC,,3636 UNION ST STE 3,FLUSHING,NY,11354-4157,0,3,3,2000,198703,1,16,119000000,1,1,202404.0,0,0,2,0,4,0.0,0.0,0.0,,,
223212668,BLUE KNIGHTS MOTORCYCLE CLUB,% SALVATORE SALAMONE,19656 45TH AVEUNUE,FLUSHING,NY,11358-0000,9222,10,9,1000,199110,1,0,260000000,5,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,,NY XVI,
222655488,FLUSHING POST 536 VETERANS OF FOREIGN OF THE UNITED STATES,,4141 150TH ST,FLUSHING,NY,11355-1023,2349,19,9,1000,197210,1,0,200000000,1,1,202406.0,0,0,2,0,6,0.0,0.0,0.0,W30Z,,"Public, Society Benefit - Multipurpose and Other"
208724946,US-CHINA ADVANCED INSTITUTE FOR INTERNATIONAL BUSINESS INC,,3808 UNION ST STE 2D,FLUSHING,NY,11354-5544,0,3,3,1000,201805,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,B90,,Education
208719448,KOKAND FOUNDATION OF NY,% MANASHE SHIMONOV,14121 77TH AVE,FLUSHING,NY,11367-2813,0,13,3,1000,200711,1,0,0,1,1,202112.0,0,0,2,0,12,0.0,0.0,0.0,Y50,,"Mutual/Membership Benefit Organizations, Other"
208451114,UNCLE YAO S CHORUS INC,% XUEYAN YAO,14039 34TH AVE APT 4R,FLUSHING,NY,11354-3013,0,3,3,1200,200907,1,16,0,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,A23,,"Arts, Culture, and Humanities"
113488551,HAKKA ASSOCIATION OF N Y INC,% SHIH-FAR LI,133-35 41 RD,FLUSHING,NY,11355-3667,0,3,3,2100,200803,1,16,0,1,1,202404.0,0,0,2,0,4,0.0,0.0,0.0,A23,,"Arts, Culture, and Humanities"
113476248,KOREAN-AMERICAN DISABILITY ASSOCIATION INC,% PETER SUNG,14340 ROOSEVELT AVE APT 6F,FLUSHING,NY,11354-6125,0,3,3,1200,201109,1,15,0,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,P84,,Human Services - Multipurpose and Other
113466868,ENOSIS EVRYTANON AMERIKHS TO KARPENHSI INC,,16007 45TH AVE,FLUSHING,NY,11358-3135,0,3,3,1200,202206,1,16,0,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,,,
113008148,NEW YORK TAIWANESE GOLF FOUNDATION INC,% MIKE LEE,14106 45TH AVE,FLUSHING,NY,11355-3051,0,4,3,1000,199107,2,0,317318000,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,,,
112999676,THE GLOBAL SYSTEMS ANALYSIS AND SIMULATION ASSOCIATION IN THE USA,% TAKESHI UTSUMI,4323 COLDEN ST APT 9L,FLUSHING,NY,11355-5913,0,3,3,1000,199010,1,15,520000000,1,1,202112.0,0,0,2,0,12,0.0,0.0,0.0,,GLOSAS USA INC,
112938295,NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION,% STEPHEN REPETA,LAGUARDIA ARPT BLD 100,FLUSHING,NY,11371-0000,3254,5,9,3000,199002,2,0,263000000,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,J40,NATCA LOCAL LGA,"Employment, Job Related"
112847205,INSURANCE WOMENS ASSOCIATION OF QUEENS COUNTY DEVELOPMENT CORPORAT,% C/O KAREN MOSS,15516 32ND AVE,FLUSHING,NY,11354-3310,0,6,3,1000,199210,2,0,205200000,1,1,202406.0,0,0,2,0,6,0.0,0.0,0.0,,CORPORATION,
112827963,KOREAN FAMILY COUNSELING AND RESEARCH CENTER INC,,4131 163 STREET FIRST FLOOR,FLUSHING,NY,11358-2657,0,3,3,1000,198702,1,15,563000000,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,P46Z,,Human Services - Multipurpose and Other
112803482,HARRY VAN ARSDALE JR MEMORIAL ASSOCIATION INC,% THOMAS CLEARY,158-11 HARRY VAN ARSDALE JR AVENUE,FLUSHING,NY,11365-3085,0,3,3,1000,198803,1,15,209602040,1,1,202409.0,0,0,2,0,9,0.0,0.0,0.0,,,
112718433,JEWISH SURVIVORS OF LATVIA INC,,6414 137TH ST,FLUSHING,NY,11367-1116,0,3,3,1000,198509,1,15,319000000,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,,,
112628783,QUEENS COLLEGE RETIREES ASSOCIATION,% DEAN SAVAGE,6530 KISSENA BLVD,FLUSHING,NY,11367-1575,0,3,3,2000,201403,1,15,33123040,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,B99,,Education
112544381,HOLY FAMILY YOUTH COUNCIL INC,% RICHARD GROLIMUND,17520 74TH AVE,FLUSHING,NY,11366-1529,0,3,3,1000,198908,1,16,300995000,1,1,202408.0,0,0,2,0,8,0.0,0.0,0.0,,,
112534644,REACH INTO CULTURAL HEIGHTS INC,,65-30 KISSENA BLVD STE 201,FLUSHING,NY,11367-1575,0,3,3,2000,199109,1,15,994000000,1,1,202404.0,0,0,2,0,4,0.0,0.0,0.0,,RICH,
112521659,THE ANTHROPOLOGY MUSEUM OF THE PEOPLE OF NEW YORK,% QUEENS COLLEGE,6419 KISSENA BLVD,FLUSHING,NY,11367-1252,0,3,3,1000,198112,1,15,0,1,1,202406.0,0,0,2,0,6,0.0,0.0,0.0,,,
112453981,AUBURNDALE IMPROVEMENT ASSOCIATION INCORPORATED,% JIM RODGERS,PO BOX 580331,FLUSHING,NY,11358-0331,0,4,3,3000,197809,2,0,524402000,1,1,202408.0,0,0,2,0,8,0.0,0.0,0.0,,,
112444805,KEW GARDENS HILLS ERUV COMMITTEE INC C O M DAVID GRAUBARD,% C/O MENDEL STARKMAN,14730 78TH AVE,FLUSHING,NY,11367-3433,0,3,3,1000,197803,1,15,29000000,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,,,
112256569,WILLIAMSBURG YACHT CLUB INC,,11808 29TH AVE,FLUSHING,NY,11354-1061,0,7,3,1000,201005,2,0,319318317,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,N67,,"Recreation, Sports, Leisure, Athletics"
112146783,HOMEOWNERS ASSOCIATION INC BROADWAY-FLUSHING,% MARIA BECCE,PO BOX 72930,FLUSHING,NY,11358-0000,0,4,3,1000,196901,2,0,999000000,1,1,202404.0,0,0,2,0,4,0.0,0.0,0.0,,,
112018135,UNITY CENTER OF FLUSHING,% UNITY CENTER OF FLUSHING,4211 155TH ST,FLUSHING,NY,11355-1129,0,3,3,7000,202103,1,10,0,1,1,202112.0,0,0,6,0,12,0.0,0.0,0.0,X20,,"Religion Related, Spiritual Development"
111719288,FREE & ACCEPTED MASONS OF NEW YORK,% KURT OTT,2603 168TH ST,FLUSHING,NY,11358-1127,265,10,9,1000,194012,1,0,279036000,5,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,,304 SCHILLER,
100008069,FRIENDS OF COLUMBUS PARK,,3314 145TH PL,FLUSHING,NY,11354-3132,0,3,3,1000,201812,1,15,0,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,N32,,"Recreation, Sports, Leisure, Athletics"
60998285,FOOD FOR CHILDREN INC,% RICHARD HOLLEY,7022 165TH ST,FLUSHING,NY,11365-4224,0,3,3,1000,197903,1,15,6123000,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,K40Z,,"Food, Agriculture, and Nutrition"
50572586,BLESSING CHRISTIAN MISSION INC,% LIN NOEL,4154 149TH PL APT AC,FLUSHING,NY,11355-1062,0,3,3,7000,202303,1,10,0,1,1,202312.0,0,0,6,0,12,0.0,0.0,0.0,X20,,"Religion Related, Spiritual Development"
113007203,ORDER OF AHEPA EMPIRE DISTRICT 6 SCHOLARSHIP PERPETUAL FUND INC,% CHRISTOPHER G GALLIS,16019 27TH AVE,FLUSHING,NY,11358-1011,0,3,3,1000,199008,1,15,40994000,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,,,
113056811,FRATERNAL ORDER OF POLICE,% DENNIS FINK,PO BOX 656754,FLUSHING,NY,11365-6754,1199,8,9,1000,195210,1,0,265000000,5,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,,17 UNITED LAW ENFORCEMENT LODGE,
113438882,THE CENTER FOR DEVELOPMENT OF INTERNATIONAL EDUCATIONAL CULTURAL,,4295 MAIN ST APT 6E,FLUSHING,NY,11355-4704,0,3,3,1000,200004,1,15,0,1,1,202404.0,0,0,2,0,4,0.0,0.0,0.0,B99,,Education
113071960,CHUNG WAH TAO TAK TONG USA INC,,42-20 KISSENA BLVD,FLUSHING,NY,11355-3288,0,3,3,7000,199602,1,10,1029000,1,1,202204.0,0,0,6,0,4,0.0,0.0,0.0,X50Z,,"Religion Related, Spiritual Development"
113421404,ZICHRON CHANA BAYLA KIDS FOR CHESED INC,% GRAY BARD,13760 71ST AVE,FLUSHING,NY,11367-1939,0,3,3,1000,199804,1,15,994029000,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,P20,,Human Services - Multipurpose and Other
113418992,INTERNATIONAL ASSOC OF CHINESE MED SPECIALISTS & PSYCHOLOGISTS I,,78-09 PARK DRIVE EAST,FLUSHING,NY,11367-3298,0,3,3,2000,200001,1,15,0,5,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,V20,MINGYU DENG,"Social Science Research Institutes, Services"
113411833,TREE OF LIFE MINISTRIES INC,% ARLENE M MOSS,4551 170TH ST,FLUSHING,NY,11358-3318,0,3,3,1000,199908,1,16,0,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,X21,,"Religion Related, Spiritual Development"
113409986,EURO-AMERICAN WOMENS COUNCIL INC,% LOULA LOI ALAFOGIANNIS,147 37 BEECH AVE,FLUSHING,NY,11355-1264,0,3,3,1000,201612,1,16,0,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,W01,,"Public, Society Benefit - Multipurpose and Other"
113402793,LORECH YOMIM-CENTER FOR HEALTHY LIVING INC,% BECKER,14121 70TH RD,FLUSHING,NY,11367-1936,0,3,3,2000,199803,1,15,994165000,1,1,202406.0,0,0,2,0,6,0.0,0.0,0.0,E70,,Health - General and Rehabilitative
113370723,NEW YORK BUDDHIST CENTER INC,% TO YU HUANG,13402 JEWEL AVE,FLUSHING,NY,11367-1918,0,3,3,1000,199707,1,10,1000000,1,1,202412.0,0,0,6,0,12,0.0,0.0,0.0,X50Z,,"Religion Related, Spiritual Development"
113366872,CENTRAL QUEENS HISTORICAL ASSOCIATION INC,% JEFFREY GOTTLIEB,GOTTLIEB 150 26 JEWEL AVE APT 59B,FLUSHING,NY,11367-0000,0,3,3,2000,200408,1,15,0,1,1,202403.0,0,0,2,0,3,0.0,0.0,0.0,A80,,"Arts, Culture, and Humanities"
113355724,NATIONAL SUN YAT-SEN UNIVERSITY ALUMNI ASSOCIATION INC,,3609 MAIN ST STE 10C,FLUSHING,NY,11354-6504,0,4,3,3000,201405,2,0,34000000,1,1,202410.0,0,0,2,0,10,0.0,0.0,0.0,B99,,Education
113331694,INTERNATIONAL PURELAND ASSOCIATION OF USA INC,,3636 MAIN ST STE 2C,FLUSHING,NY,11354-6517,0,3,3,7000,200206,1,10,0,1,1,202312.0,0,0,6,0,12,0.0,0.0,0.0,X50,,"Religion Related, Spiritual Development"
113305929,VAAD LCHIZUK HATORAH INC,% C/O KERA & GRAUBARD,13684 71ST RD,FLUSHING,NY,11367-1943,0,3,3,7000,199711,1,15,29000000,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,X30Z,,"Religion Related, Spiritual Development"
113297145,CHEN TEH TEMPLE CORP,% TIEN WANG CPA,4375 162ND ST,FLUSHING,NY,11358-3107,0,3,3,7000,199606,1,10,0,1,1,202311.0,0,0,6,0,11,0.0,0.0,0.0,,,
113294805,CHINESE CULTURAL PROMOTION OF AMERICA INC,,14039 34TH AVE APT 4R,FLUSHING,NY,11354-3013,0,3,3,2000,199605,1,15,90149000,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,A23Z,,"Arts, Culture, and Humanities"
113282967,KOLLEL MEKOR HABRACHAH INC,% HAIM ALCABES,7635 VLEIGH PL,FLUSHING,NY,11367-3133,0,3,3,1000,199808,1,15,994123000,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,B99Z,,Education
113277169,AMERICAN FOR LAMED DAAT,% JOSHUA BAKST,7120 172ND ST,FLUSHING,NY,11365-3342,0,3,3,1000,199601,1,15,994602000,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,T50,,"Philanthropy, Voluntarism, and Grantmaking Foundations"
113247677,BAYSIDE ANGLERS GROUP LTD,% IRA FRIEDLAND,19832 32ND AVE,FLUSHING,NY,11358-1204,0,3,3,2000,199806,1,15,994286000,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,C60,,"Environmental Quality, Protection, and Beautification"
113221941,ASSOCIATION OF MODERN CHINESE ARTS INC,,3205 146TH ST,FLUSHING,NY,11354-3151,0,3,3,2000,199502,1,16,995119000,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,Q210,,"International, Foreign Affairs, and National Security"
113161456,MODERN BUDDHISM OF AMERICA INC,,3305 MURRAY ST,FLUSHING,NY,11354-3209,0,3,3,1000,199312,1,15,29000000,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,X50Z,,"Religion Related, Spiritual Development"
113140857,JEUNG SAN DO OF AMERICA INC,% JAE NAM KIN,18946 45TH RD,FLUSHING,NY,11358-3415,0,3,3,7000,199308,1,10,1000000,1,1,202312.0,0,0,6,0,12,0.0,0.0,0.0,,,
113111267,NEW GENERATION FOR HISPANIC PROGRESS INC,% ABRAHAM HIDALGO,14035 BEECH AVE APT 7N,FLUSHING,NY,11355-2836,0,3,3,1000,199602,1,16,994430000,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,R22,,"Civil Rights, Social Action, Advocacy"
263656672,NORTH AMERICAN FEUERSTEIN ALLIANCE,% KEITH PROWELL,4365 159TH ST,FLUSHING,NY,11358-3145,0,3,3,2000,200909,1,16,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,B03,,Education
264052044,USS OUELLET FF 1077 ASSOCIATION INC,% ARTHUR R GAZELLE,2727 167TH ST,FLUSHING,NY,11358-1125,0,19,3,1000,200908,2,0,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,W30,,"Public, Society Benefit - Multipurpose and Other"
264088941,CATHOLIC WAR VETERANS OF THE UNITED STATES OF AMERICA INC,% RAY FORTUNE,14705 SANFORD AVE APT 1D,FLUSHING,NY,11355-1231,794,4,9,3000,197202,1,0,0,5,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,,1772 POST-CMR-CWV,
814536019,TAOIST ASSOCIATION USA INC,,2944 143RD ST,FLUSHING,NY,11354-2340,0,3,3,1000,202001,1,15,0,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,A99,,"Arts, Culture, and Humanities"
813688565,AALU NEW YORK METRO CHAPTER,% STEVEN BOARD,15020 73RD AVE APT 3D,FLUSHING,NY,11367-2604,0,3,3,1230,201907,1,16,0,1,1,202406.0,0,0,2,0,6,0.0,0.0,0.0,T12,NEW YORK AALU,"Philanthropy, Voluntarism, and Grantmaking Foundations"
813496846,NEW YORK GO ASSOCIATION INC,,C/O 3712 PRINCE ST,FLUSHING,NY,11354-4649,0,3,3,2000,201907,1,16,0,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,B03,,Education
813355590,FRIENDS OF PACK AND TROOP 253 INC,,4160 BOWNE ST APT 4G,FLUSHING,NY,11355-2649,0,3,3,1200,201608,1,15,0,1,1,202408.0,0,0,2,0,8,0.0,0.0,0.0,B99,,Education
812949635,GLOBAL CHINESE WOMENS CULTURAL ASSOCIATION INC,,13105 40TH RD APT 8S,FLUSHING,NY,11354-5189,0,3,3,1200,201706,1,15,0,1,1,202402.0,0,0,2,0,2,0.0,0.0,0.0,A23,,"Arts, Culture, and Humanities"
812792316,GHARIB FOUNDATION INC,,77-36 MAIN STREET,FLUSHING,NY,11367-3480,0,3,3,1200,202003,1,15,0,1,1,202212.0,0,0,2,0,12,0.0,0.0,0.0,P11,,Human Services - Multipurpose and Other
812617879,BLUE DRAGONFLY FOUNDATION INC,% MARIAN LEE,4732 159TH ST,FLUSHING,NY,11358-3631,0,3,3,1000,201905,1,16,0,1,1,202304.0,0,0,2,0,4,0.0,0.0,0.0,S20,,"Community Improvement, Capacity Building"
812342998,SINO-AMERICAN MULTICULTURAL ALLIANCE INC,,136-20 38TH NAVE STE 3A1,FLUSHING,NY,11354-0000,0,3,3,1000,201607,1,16,0,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,A23,,"Arts, Culture, and Humanities"
811368186,NEW YORK LYFE INC,% JOOSIK,14452 37TH AVE,FLUSHING,NY,11354-5934,0,3,3,2000,201809,1,15,0,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,A20,,"Arts, Culture, and Humanities"
810823143,QFT WORSHIP CENTER CORP,,13631 41ST AVE STE 1B,FLUSHING,NY,11355-2445,0,3,3,7000,201807,1,10,0,1,1,202411.0,0,0,6,0,11,0.0,0.0,0.0,X50,,"Religion Related, Spiritual Development"
810771608,NEW YORK HANFU CORPORATION,% WEIYI GUO,14720 35TH AVE APT 3B,FLUSHING,NY,11354-3706,0,3,3,1000,202005,1,15,0,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,A23,,"Arts, Culture, and Humanities"
800335086,KISSENA CORRIDOR PARK CONSERVANCY INC,% DOROTHY WOO,14028 HOLLY AVE,FLUSHING,NY,11355-3447,0,3,3,1000,201401,1,16,0,1,1,202403.0,0,0,2,0,3,0.0,0.0,0.0,C34,,"Environmental Quality, Protection, and Beautification"
680625916,GLOBAL VISION PRESBYTERIAN CHURCH,% YOUNG SAN YOON,41-13 149 PLACE 3RD FLOOR,FLUSHING,NY,11355-1015,0,3,3,1378,202205,1,16,0,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,X21,,"Religion Related, Spiritual Development"
521276083,PSI CHI THE NATIONAL HONOR SOCIETY IN PSYCHOLOGY,% TSIPPA ACKERMAN,6530 KISSENA BLVD,FLUSHING,NY,11367-1575,1400,3,9,1000,195712,1,16,59036000,5,1,202406.0,0,0,2,0,6,0.0,0.0,0.0,,QUEENS COLLEGE CITY UNIV OF NEW YOR,
510243535,KNIGHTS OF COLUMBUS,% VINCENT BISCIOTTI,3579 160TH ST,FLUSHING,NY,11358-1624,188,8,9,1000,194010,1,0,36029265,5,1,202406.0,0,0,2,0,6,0.0,0.0,0.0,,2363 JOYCE KILMER COUNCIL,
510192179,BIKUR CHOLIM OF QUEENS INC,% GRAUBARI,13843 78TH RD,FLUSHING,NY,11367-3241,0,3,3,1000,197606,1,15,29575000,1,1,202312.0,0,0,2,0,12,0.0,0.0,0.0,,,
475669250,LEARNING TREE STEM-ARTS SCHOOL,,14934 35TH AVE,FLUSHING,NY,11354-3838,0,3,3,2000,201612,1,11,0,1,1,202306.0,0,0,2,0,6,0.0,0.0,0.0,B20,,Education
474989962,ROOM FOR JUSTICE INC,,133-51 37TH AVENUE SUITE 3A,FLUSHING,NY,11354-4497,0,3,3,1000,201510,1,15,0,1,1,202412.0,0,0,2,0,12,0.0,0.0,0.0,I80,,"Crime, Legal Related"
